GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A009GPW5	J507_3823	enables	GO:0000976	transcription cis-regulatory region binding	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN004738546	1310608	TreeGrafter		F
UniProtKB	A0A009GPW5	J507_3823	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001647	1310608	InterPro		F
UniProtKB	A0A009GPW5	J507_3823	enables	GO:0003677	DNA binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0238	1310608	UniProt		F
UniProtKB	A0A009GPW5	J507_3823	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000414560	1310608	UniProt		F
UniProtKB	A0A009GPW5	J507_3823	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN004738546	1310608	TreeGrafter		F
UniProtKB	A0A009GPW5	J507_3823	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN004738546	1310608	TreeGrafter		P
UniProtKB	A0A009GPX6	J507_3833	enables	GO:0008168	methyltransferase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0489	1310608	UniProt		F
UniProtKB	A0A009GPX6	J507_3833	enables	GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.1.1.72	1310608	UniProt		F
UniProtKB	A0A009GPX6	J507_3833	involved_in	GO:0006304	DNA modification	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011639	1310608	InterPro		P
UniProtKB	A0A009GPX6	J507_3833	involved_in	GO:0032259	methylation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0489	1310608	UniProt		P
UniProtKB	A0A009GPY8	J507_1516	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002559	1310608	InterPro		F
UniProtKB	A0A009GPY8	J507_1516	enables	GO:0004803	transposase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002559	1310608	InterPro		F
UniProtKB	A0A009GPY8	J507_1516	involved_in	GO:0006313	DNA transposition	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002559	1310608	InterPro		P
UniProtKB	A0A009GQ33	J507_4055	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002412444	1310608	TreeGrafter		F
UniProtKB	A0A009GQ33	J507_4055	enables	GO:0043565	sequence-specific DNA binding	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002412444	1310608	TreeGrafter		F
UniProtKB	A0A009GQ33	J507_4055	involved_in	GO:0006351	DNA-templated transcription	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002412444	1310608	TreeGrafter		P
UniProtKB	A0A009GQ33	J507_4055	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0000366	IEA	GO_REF:0000108	GO:0003700	1310608	GOC		P
UniProtKB	A0A009GQ52	J507_4035	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	1310608	UniProt		C
UniProtKB	A0A009GQ75	J507_3803	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000847	1310608	InterPro		F
UniProtKB	A0A009GQ75	J507_3803	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002017719	1310608	TreeGrafter		F
UniProtKB	A0A009GQ75	J507_3803	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000847	1310608	InterPro		P
UniProtKB	A0A009GQ75	J507_3803	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002017719	1310608	TreeGrafter		P
UniProtKB	A0A009GQ75	J507_3803	part_of	GO:0032993	protein-DNA complex	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002017719	1310608	TreeGrafter		C
UniProtKB	A0A009GQ80	J507_3808	enables	GO:0016787	hydrolase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0378	1310608	UniProt		F
UniProtKB	A0A009GQ85	J507_3813	enables	GO:0000976	transcription cis-regulatory region binding	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002409711	1310608	TreeGrafter		F
UniProtKB	A0A009GQ85	J507_3813	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000847	1310608	InterPro		F
UniProtKB	A0A009GQ85	J507_3813	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000847	1310608	InterPro		P
UniProtKB	A0A009GQ85	J507_3813	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002409711	1310608	TreeGrafter		P
UniProtKB	A0A009GQ90	leuB	enables	GO:0000287	magnesium ion binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR019818	1310608	InterPro		F
UniProtKB	A0A009GQ90	leuB	enables	GO:0003862	3-isopropylmalate dehydrogenase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004429	1310608	InterPro		F
UniProtKB	A0A009GQ90	leuB	enables	GO:0003862	3-isopropylmalate dehydrogenase activity	ECO:0000501	IEA	GO_REF:0000003	EC:1.1.1.85	1310608	UniProt		F
UniProtKB	A0A009GQ90	leuB	enables	GO:0003862	3-isopropylmalate dehydrogenase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100523|UniRule:UR001996143	1310608	UniProt		F
UniProtKB	A0A009GQ90	leuB	enables	GO:0003862	3-isopropylmalate dehydrogenase activity	ECO:0007322	IEA	GO_REF:0000116	RHEA:32271	1310608	RHEA		F
UniProtKB	A0A009GQ90	leuB	enables	GO:0003862	3-isopropylmalate dehydrogenase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN001723086	1310608	TreeGrafter		F
UniProtKB	A0A009GQ90	leuB	enables	GO:0016491	oxidoreductase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0560	1310608	UniProt		F
UniProtKB	A0A009GQ90	leuB	enables	GO:0046872	metal ion binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	1310608	UniProt		F
UniProtKB	A0A009GQ90	leuB	enables	GO:0051287	NAD binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR019818	1310608	InterPro		F
UniProtKB	A0A009GQ90	leuB	involved_in	GO:0009098	L-leucine biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004429	1310608	InterPro		P
UniProtKB	A0A009GQ90	leuB	involved_in	GO:0009098	L-leucine biosynthetic process	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00048	1310608	UniProt		P
UniProtKB	A0A009GQ90	leuB	involved_in	GO:0009098	L-leucine biosynthetic process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0432	1310608	UniProt		P
UniProtKB	A0A009GQ90	leuB	involved_in	GO:0009098	L-leucine biosynthetic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100523|UniRule:UR001996143	1310608	UniProt		P
UniProtKB	A0A009GQ90	leuB	involved_in	GO:0009098	L-leucine biosynthetic process	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN001723086	1310608	TreeGrafter		P
UniProtKB	A0A009GQ90	leuB	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	1310608	UniProt		C
UniProtKB	A0A009GQ90	leuB	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	1310608	UniProt		C
UniProtKB	A0A009GQ90	leuB	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100523	1310608	UniProt		C
UniProtKB	A0A009GQ90	leuB	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN001723086	1310608	TreeGrafter		C
UniProtKB	A0A009GQH0	J507_3779	enables	GO:0003824	catalytic activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011234|InterPro:IPR036663	1310608	InterPro		F
UniProtKB	A0A009GQH0	J507_3779	enables	GO:0016787	hydrolase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0378	1310608	UniProt		F
UniProtKB	A0A009GQH0	J507_3779	enables	GO:0016853	isomerase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0413	1310608	UniProt		F
UniProtKB	A0A009GQH0	J507_3779	enables	GO:0018773	acetylpyruvate hydrolase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000214120	1310608	TreeGrafter		F
UniProtKB	A0A009GQH0	J507_3779	enables	GO:0046872	metal ion binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	1310608	UniProt		F
UniProtKB	A0A009GQH7	J507_3789	enables	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008939|InterPro:IPR037061	1310608	InterPro		F
UniProtKB	A0A009GQH7	J507_3789	located_in	GO:0042597	periplasmic space	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008939|InterPro:IPR037061	1310608	InterPro		C
UniProtKB	A0A009GQI2	J507_3794	enables	GO:0005506	iron ion binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006620	1310608	InterPro		F
UniProtKB	A0A009GQI2	J507_3794	enables	GO:0008198	ferrous iron binding	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN004393218	1310608	TreeGrafter		F
UniProtKB	A0A009GQI2	J507_3794	enables	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006620	1310608	InterPro		F
UniProtKB	A0A009GQI2	J507_3794	enables	GO:0031418	L-ascorbic acid binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006620	1310608	InterPro		F
UniProtKB	A0A009GQI2	J507_3794	enables	GO:0031418	L-ascorbic acid binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0847	1310608	UniProt		F
UniProtKB	A0A009GQI2	J507_3794	enables	GO:0031543	peptidyl-proline dioxygenase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN004393218	1310608	TreeGrafter		F
UniProtKB	A0A009GQI2	J507_3794	enables	GO:0046872	metal ion binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	1310608	UniProt		F
UniProtKB	A0A009GQI2	J507_3794	enables	GO:0051213	dioxygenase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0223	1310608	UniProt		F
UniProtKB	A0A009GQI2	J507_3794	involved_in	GO:0071456	cellular response to hypoxia	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN004393218	1310608	TreeGrafter		P
UniProtKB	A0A009GQM7	J507_4025	enables	GO:0016787	hydrolase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0378	1310608	UniProt		F
UniProtKB	A0A009GQM7	J507_4025	enables	GO:0018741	linear primary-alkylsulfatase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR044097	1310608	InterPro		F
UniProtKB	A0A009GQM7	J507_4025	enables	GO:0018741	linear primary-alkylsulfatase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002351095	1310608	TreeGrafter		F
UniProtKB	A0A009GQM7	J507_4025	enables	GO:0046872	metal ion binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	1310608	UniProt		F
UniProtKB	A0A009GQM7	J507_4025	enables	GO:0046983	protein dimerization activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029228	1310608	InterPro		F
UniProtKB	A0A009GQM7	J507_4025	involved_in	GO:0018909	dodecyl sulfate metabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR044097	1310608	InterPro		P
UniProtKB	A0A009GQM7	J507_4025	involved_in	GO:0018909	dodecyl sulfate metabolic process	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002351095	1310608	TreeGrafter		P
UniProtKB	A0A009GQN0	argB	enables	GO:0003991	acetylglutamate kinase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037528	1310608	InterPro		F
UniProtKB	A0A009GQN0	argB	enables	GO:0003991	acetylglutamate kinase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.7.2.8	1310608	UniProt		F
UniProtKB	A0A009GQN0	argB	enables	GO:0003991	acetylglutamate kinase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000076326	1310608	UniProt		F
UniProtKB	A0A009GQN0	argB	enables	GO:0003991	acetylglutamate kinase activity	ECO:0007322	IEA	GO_REF:0000116	RHEA:14629	1310608	RHEA		F
UniProtKB	A0A009GQN0	argB	enables	GO:0003991	acetylglutamate kinase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002360491	1310608	TreeGrafter		F
UniProtKB	A0A009GQN0	argB	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001057	1310608	InterPro		F
UniProtKB	A0A009GQN0	argB	enables	GO:0005524	ATP binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0067	1310608	UniProt		F
UniProtKB	A0A009GQN0	argB	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000076326	1310608	UniProt		F
UniProtKB	A0A009GQN0	argB	enables	GO:0016301	kinase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0418	1310608	UniProt		F
UniProtKB	A0A009GQN0	argB	involved_in	GO:0006526	arginine biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037528	1310608	InterPro		P
UniProtKB	A0A009GQN0	argB	involved_in	GO:0006526	arginine biosynthetic process	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00068	1310608	UniProt		P
UniProtKB	A0A009GQN0	argB	involved_in	GO:0006526	arginine biosynthetic process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0055	1310608	UniProt		P
UniProtKB	A0A009GQN0	argB	involved_in	GO:0006526	arginine biosynthetic process	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002360491	1310608	TreeGrafter		P
UniProtKB	A0A009GQN0	argB	involved_in	GO:0016310	phosphorylation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0418	1310608	UniProt		P
UniProtKB	A0A009GQN0	argB	involved_in	GO:0042450	arginine biosynthetic process via ornithine	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000076326	1310608	UniProt		P
UniProtKB	A0A009GQN0	argB	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004662	1310608	InterPro		C
UniProtKB	A0A009GQN0	argB	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	1310608	UniProt		C
UniProtKB	A0A009GQN0	argB	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	1310608	UniProt		C
UniProtKB	A0A009GQN0	argB	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000076326	1310608	UniProt		C
UniProtKB	A0A009GQN5	J507_3758	enables	GO:0016746	acyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002123	1310608	InterPro		F
UniProtKB	A0A009GQN5	J507_3758	enables	GO:0016746	acyltransferase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0012	1310608	UniProt		F
UniProtKB	A0A009GQP5	bpt	enables	GO:0004057	arginyl-tRNA--protein transferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007471|InterPro:IPR007472	1310608	InterPro		F
UniProtKB	A0A009GQP5	bpt	enables	GO:0004057	arginyl-tRNA--protein transferase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000483049	1310608	TreeGrafter		F
UniProtKB	A0A009GQP5	bpt	enables	GO:0008914	leucyl-tRNA--protein transferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017138	1310608	InterPro		F
UniProtKB	A0A009GQP5	bpt	enables	GO:0008914	leucyl-tRNA--protein transferase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000033405	1310608	UniProt		F
UniProtKB	A0A009GQP5	bpt	enables	GO:0016746	acyltransferase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0012	1310608	UniProt		F
UniProtKB	A0A009GQP5	bpt	involved_in	GO:0016598	protein arginylation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007471|InterPro:IPR007472	1310608	InterPro		P
UniProtKB	A0A009GQP5	bpt	involved_in	GO:0016598	protein arginylation	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000483049	1310608	TreeGrafter		P
UniProtKB	A0A009GQP5	bpt	involved_in	GO:0030163	protein catabolic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000033405	1310608	UniProt		P
UniProtKB	A0A009GQP5	bpt	involved_in	GO:0071596	ubiquitin-dependent protein catabolic process via the N-end rule pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017138	1310608	InterPro		P
UniProtKB	A0A009GQP5	bpt	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	1310608	UniProt		C
UniProtKB	A0A009GQP5	bpt	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	1310608	UniProt		C
UniProtKB	A0A009GQP5	bpt	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000033405	1310608	UniProt		C
UniProtKB	A0A009GQP5	bpt	located_in	GO:0005737	cytoplasm	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000483049	1310608	TreeGrafter		C
UniProtKB	A0A009GQW6	J507_3736	enables	GO:0004803	transposase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002514	1310608	InterPro		F
UniProtKB	A0A009GQW6	J507_3736	enables	GO:0043565	sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010921	1310608	InterPro		F
UniProtKB	A0A009GQW6	J507_3736	involved_in	GO:0006313	DNA transposition	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002514	1310608	InterPro		P
UniProtKB	A0A009GQX1	J507_3741	enables	GO:0003676	nucleic acid binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036397	1310608	InterPro		F
UniProtKB	A0A009GQX1	J507_3741	involved_in	GO:0015074	DNA integration	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001584	1310608	InterPro		P
UniProtKB	A0A009GQX4	J507_3746	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003356	1310608	InterPro		F
UniProtKB	A0A009GQX4	J507_3746	enables	GO:0008168	methyltransferase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0489	1310608	UniProt		F
UniProtKB	A0A009GQX4	J507_3746	enables	GO:0008170	N-methyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003356	1310608	InterPro		F
UniProtKB	A0A009GQX4	J507_3746	enables	GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.1.1.72	1310608	UniProt		F
UniProtKB	A0A009GQX4	J507_3746	involved_in	GO:0009307	DNA restriction-modification system	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0680	1310608	UniProt		P
UniProtKB	A0A009GQX4	J507_3746	involved_in	GO:0032259	methylation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002052	1310608	InterPro		P
UniProtKB	A0A009GQX4	J507_3746	involved_in	GO:0032259	methylation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0489	1310608	UniProt		P
UniProtKB	A0A009GR33	add	enables	GO:0004000	adenosine deaminase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028893	1310608	InterPro		F
UniProtKB	A0A009GR33	add	enables	GO:0004000	adenosine deaminase activity	ECO:0000501	IEA	GO_REF:0000003	EC:3.5.4.4	1310608	UniProt		F
UniProtKB	A0A009GR33	add	enables	GO:0004000	adenosine deaminase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000094093	1310608	UniProt		F
UniProtKB	A0A009GR33	add	enables	GO:0004000	adenosine deaminase activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00028660	1310608	UniProt		F
UniProtKB	A0A009GR33	add	enables	GO:0004000	adenosine deaminase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN001686060	1310608	TreeGrafter		F
UniProtKB	A0A009GR33	add	enables	GO:0008270	zinc ion binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000094093	1310608	UniProt		F
UniProtKB	A0A009GR33	add	enables	GO:0016787	hydrolase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0378	1310608	UniProt		F
UniProtKB	A0A009GR33	add	enables	GO:0046872	metal ion binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	1310608	UniProt		F
UniProtKB	A0A009GR33	add	enables	GO:0046936	2'-deoxyadenosine deaminase activity	ECO:0000501	IEA	GO_REF:0000003	EC:3.5.4.4	1310608	UniProt		F
UniProtKB	A0A009GR33	add	involved_in	GO:0006154	adenosine catabolic process	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN001686060	1310608	TreeGrafter		P
UniProtKB	A0A009GR33	add	involved_in	GO:0009117	nucleotide metabolic process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0546	1310608	UniProt		P
UniProtKB	A0A009GR33	add	involved_in	GO:0009168	purine ribonucleoside monophosphate biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028893	1310608	InterPro		P
UniProtKB	A0A009GR33	add	involved_in	GO:0009168	purine ribonucleoside monophosphate biosynthetic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000094093	1310608	UniProt		P
UniProtKB	A0A009GR33	add	involved_in	GO:0043103	hypoxanthine salvage	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN001686060	1310608	TreeGrafter		P
UniProtKB	A0A009GR33	add	involved_in	GO:0046103	inosine biosynthetic process	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN001686060	1310608	TreeGrafter		P
UniProtKB	A0A009GR33	add	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN001686060	1310608	TreeGrafter		C
UniProtKB	A0A009GR47	J507_3702	enables	GO:0003676	nucleic acid binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036397	1310608	InterPro		F
UniProtKB	A0A009GR47	J507_3702	involved_in	GO:0015074	DNA integration	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001584	1310608	InterPro		P
UniProtKB	A0A009GR57	J507_3712	enables	GO:0022857	transmembrane transporter activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002293	1310608	InterPro		F
UniProtKB	A0A009GR57	J507_3712	involved_in	GO:0055085	transmembrane transport	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002293	1310608	InterPro		P
UniProtKB	A0A009GR57	J507_3712	located_in	GO:0005886	plasma membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-1003	1310608	UniProt		C
UniProtKB	A0A009GR57	J507_3712	located_in	GO:0016020	membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002293	1310608	InterPro		C
UniProtKB	A0A009GR57	J507_3712	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0162	1310608	UniProt		C
UniProtKB	A0A009GR62	mutS	enables	GO:0003677	DNA binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0238	1310608	UniProt		F
UniProtKB	A0A009GR62	mutS	enables	GO:0003684	damaged DNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001458	1310608	UniProt		F
UniProtKB	A0A009GR62	mutS	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000432|InterPro:IPR005748|InterPro:IPR007695|InterPro:IPR007696|InterPro:IPR007860|InterPro:IPR007861|InterPro:IPR016151|InterPro:IPR036678|InterPro:IPR045076	1310608	InterPro		F
UniProtKB	A0A009GR62	mutS	enables	GO:0005524	ATP binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0067	1310608	UniProt		F
UniProtKB	A0A009GR62	mutS	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001458|UniRule:UR001996781	1310608	UniProt		F
UniProtKB	A0A009GR62	mutS	enables	GO:0030983	mismatched DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000432|InterPro:IPR005748|InterPro:IPR007695|InterPro:IPR007696|InterPro:IPR007860|InterPro:IPR007861|InterPro:IPR016151|InterPro:IPR017261|InterPro:IPR036678|InterPro:IPR045076	1310608	InterPro		F
UniProtKB	A0A009GR62	mutS	enables	GO:0030983	mismatched DNA binding	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000145847	1310608	TreeGrafter		F
UniProtKB	A0A009GR62	mutS	enables	GO:0140664	ATP-dependent DNA damage sensor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045076	1310608	InterPro		F
UniProtKB	A0A009GR62	mutS	involved_in	GO:0006281	DNA repair	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	1310608	UniProt		P
UniProtKB	A0A009GR62	mutS	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000432|InterPro:IPR005748|InterPro:IPR007695|InterPro:IPR007696|InterPro:IPR007860|InterPro:IPR007861|InterPro:IPR016151|InterPro:IPR017261|InterPro:IPR036678|InterPro:IPR045076	1310608	InterPro		P
UniProtKB	A0A009GR62	mutS	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000001458|UniRule:UR001996781	1310608	UniProt		P
UniProtKB	A0A009GR62	mutS	involved_in	GO:0006298	mismatch repair	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000145847	1310608	TreeGrafter		P
UniProtKB	A0A009GR62	mutS	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000145847	1310608	TreeGrafter		C
UniProtKB	A0A009GR70	J507_3996	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010982	1310608	InterPro		F
UniProtKB	A0A009GR73	J507_4001	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	1310608	UniProt		C
